Entry,split,status,path
B8GVX4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8GVX4.pdb
Q0RH96,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0RH96.pdb
B4UA87,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B4UA87.pdb
B1MJX0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B1MJX0.pdb
O66076,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O66076.pdb
Q492P7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q492P7.pdb
Q8D2N9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8D2N9.pdb
Q1RKM3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1RKM3.pdb
O66440,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O66440.pdb
A4IPP2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A4IPP2.pdb
P46322,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P46322.pdb
A5N6W8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5N6W8.pdb
Q2FQV3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2FQV3.pdb
A9BIU9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9BIU9.pdb
A6LG60,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A6LG60.pdb
Q8Y6E5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8Y6E5.pdb
A6Q8K5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A6Q8K5.pdb
A0RZ37,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0RZ37.pdb
Q4L4R1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4L4R1.pdb
Q9K5W7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9K5W7.pdb
Q65FN2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q65FN2.pdb
A0RHX9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0RHX9.pdb
A0A509APX1,train,no_entry,
Q86C56,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q86C56.pdb
B1Q257,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B1Q257.pdb
C0ZGL2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C0ZGL2.pdb
Q6DNF3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6DNF3.pdb
A8FGT0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8FGT0.pdb
Q9XU42,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9XU42.pdb
P40746,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P40746.pdb
A0B5R0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0B5R0.pdb
Q9C664,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9C664.pdb
Q9C9B9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9C9B9.pdb
A0ALG5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0ALG5.pdb
Q8LCU7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8LCU7.pdb
O45903,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O45903.pdb
Q8WZM3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8WZM3.pdb
Q10488,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q10488.pdb
Q54YT4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q54YT4.pdb
B0KR89,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B0KR89.pdb
Q48HN1,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q48HN1.pdb
Q9WXP6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9WXP6.pdb
Q5BA93,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5BA93.pdb
A5W348,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5W348.pdb
Q5BA88,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5BA88.pdb
A7HKP2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A7HKP2.pdb
Q6PCB6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6PCB6.pdb
E3E7F9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\E3E7F9.pdb
Q20390,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q20390.pdb
B8NJZ7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8NJZ7.pdb
Q21221,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q21221.pdb
P0C1A7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0C1A7.pdb
Q54CM0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q54CM0.pdb
Q9W3C7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9W3C7.pdb
A3NML2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A3NML2.pdb
Q4F8H9,train,no_entry,
Q764S0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q764S0.pdb
B9L2J0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B9L2J0.pdb
A4XAK7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A4XAK7.pdb
P13734,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P13734.pdb
Q1GL85,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q1GL85.pdb
Q9RGX8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9RGX8.pdb
Q0VTB6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0VTB6.pdb
A1U776,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1U776.pdb
D7GXG4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\D7GXG4.pdb
A8W969,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8W969.pdb
D7GXG5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\D7GXG5.pdb
Q11B53,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q11B53.pdb
P42042,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P42042.pdb
Q8D385,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8D385.pdb
P14804,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P14804.pdb
P0DN29,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0DN29.pdb
D8Q9M3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\D8Q9M3.pdb
I1BYW6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\I1BYW6.pdb
Q12628,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q12628.pdb
P23776,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P23776.pdb
Q8NKF9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8NKF9.pdb
O31214,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O31214.pdb
Q7NBQ3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7NBQ3.pdb
Q0CR35,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0CR35.pdb
O93983,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O93983.pdb
A5UID8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5UID8.pdb
P07142,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P07142.pdb
P81380,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P81380.pdb
Q8FNR0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8FNR0.pdb
Q8FNR2,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8FNR2.pdb
Q8KBH7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8KBH7.pdb
Q6AE72,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6AE72.pdb
P04190,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P04190.pdb
O07293,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O07293.pdb
A5CFG7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A5CFG7.pdb
O08498,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O08498.pdb
P54427,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P54427.pdb
P0A3M3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0A3M3.pdb
Q89Y83,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q89Y83.pdb
Q890L8,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q890L8.pdb
Q6PBD1,train,no_entry,
P53527,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P53527.pdb
A7Z4B0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A7Z4B0.pdb
Q9WY43,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9WY43.pdb
A7GRX4,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A7GRX4.pdb
P0DXC0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0DXC0.pdb
B1YIW6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B1YIW6.pdb
P47636,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P47636.pdb
Q9KGG0,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9KGG0.pdb
Q92EU5,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q92EU5.pdb
P9WKD7,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P9WKD7.pdb
P37351,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P37351.pdb
A4ILW9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A4ILW9.pdb
Q9VMV6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9VMV6.pdb
B9EB26,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B9EB26.pdb
P75531,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P75531.pdb
O22229,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O22229.pdb
Q19892,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q19892.pdb
Q0UFP3,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0UFP3.pdb
Q752Z9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q752Z9.pdb
Q54LQ6,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q54LQ6.pdb
F6HS55,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\F6HS55.pdb
Q4WTN9,train,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q4WTN9.pdb
A8E7C5,test,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8E7C5.pdb
Q9M8R4,test,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9M8R4.pdb
A0A150XSC5,test,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A150XSC5.pdb
Q9P7T7,test,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9P7T7.pdb
P21163,test,exists,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P21163.pdb
B5YBQ0,test,ok,
Q13029,test,ok,
P46960,test,ok,
A1A1J2,test,ok,
Q0JIL1,test,ok,
P0DKC3,test,ok,
Q64627,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q64627.pdb
A8MI61,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8MI61.pdb
Q74MB1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q74MB1.pdb
A6UCB5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A6UCB5.pdb
P00383,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P00383.pdb
A9BFZ7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9BFZ7.pdb
O06769,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O06769.pdb
P9WKB3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P9WKB3.pdb
P79891,test,ok,
O32462,test,ok,
O29630,test,ok,
Q9LHN4,test,ok,
Q9SJ20,test,ok,
O32147,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O32147.pdb
O28786,test,ok,
Q97BG1,test,ok,
Q4KXC9,test,ok,
P54456,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P54456.pdb
B4SAK8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B4SAK8.pdb
Q49744,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q49744.pdb
P13187,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P13187.pdb
O60126,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O60126.pdb
B3PII1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B3PII1.pdb
A8E534,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A8E534.pdb
F4KIN4,test,ok,
Q5B467,test,ok,
Q93V61,test,ok,
Q74HL7,test,ok,
P29347,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P29347.pdb
A0A5D0EMF2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A5D0EMF2.pdb
P43336,test,ok,
Q9LNU1,test,ok,
Q5E1G4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5E1G4.pdb
Q9UW18,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9UW18.pdb
P56162,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P56162.pdb
P35172,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P35172.pdb
P42175,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P42175.pdb
O54028,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O54028.pdb
P50386,test,ok,
P23256,test,ok,
Q9I1K1,test,ok,
P29785,test,ok,
A0A120HUS7,test,ok,
P56100,test,ok,
Q72TF8,test,ok,
Q39BA7,test,ok,
C8NA81,test,ok,
Q87NA8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q87NA8.pdb
Q49611,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q49611.pdb
O25046,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O25046.pdb
Q9XTQ5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9XTQ5.pdb
Q2JX67,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q2JX67.pdb
A1TC40,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1TC40.pdb
P54495,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P54495.pdb
Q47910,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q47910.pdb
P0DJJ9,test,ok,
A5CV36,test,ok,
Q2VST0,test,ok,
Q8TX49,test,ok,
Q4WPF8,test,ok,
P80522,test,ok,
Q0WUY1,test,ok,
Q92400,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q92400.pdb
P15916,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P15916.pdb
Q9TYU5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9TYU5.pdb
A0A0H3GEM5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A0A0H3GEM5.pdb
F1ND48,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\F1ND48.pdb
Q680A6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q680A6.pdb
P40152,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P40152.pdb
P57884,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P57884.pdb
Q4U2R1,test,no_entry,
O00939,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O00939.pdb
C5PCN6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\C5PCN6.pdb
Q04299,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q04299.pdb
Q7SFB0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7SFB0.pdb
Q9JYJ3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9JYJ3.pdb
A1WR02,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A1WR02.pdb
D4GTL2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\D4GTL2.pdb
P21953,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P21953.pdb
Q8K9Q6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8K9Q6.pdb
Q9VIT2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9VIT2.pdb
Q0BST5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0BST5.pdb
Q75ZQ4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q75ZQ4.pdb
P50216,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P50216.pdb
Q5JHT1,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q5JHT1.pdb
B8LV47,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B8LV47.pdb
Q0UTI9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q0UTI9.pdb
Q626I0,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q626I0.pdb
Q9YDC5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9YDC5.pdb
Q9UTC5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9UTC5.pdb
B9E8Z6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\B9E8Z6.pdb
Q7V6D4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7V6D4.pdb
P21182,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P21182.pdb
F4I594,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\F4I594.pdb
Q9SPL2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9SPL2.pdb
O27113,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O27113.pdb
P20051,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P20051.pdb
A9HJ12,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A9HJ12.pdb
P0AEJ6,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P0AEJ6.pdb
Q8TVD2,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8TVD2.pdb
Q7VGA7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7VGA7.pdb
G0SHF3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\G0SHF3.pdb
Q93LJ4,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q93LJ4.pdb
P33486,test,no_entry,
Q06J47,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q06J47.pdb
Q32L27,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q32L27.pdb
Q8A7J9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8A7J9.pdb
O49432,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O49432.pdb
Q8SHP7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8SHP7.pdb
Q03SC5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q03SC5.pdb
A4YRD9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\A4YRD9.pdb
Q09669,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q09669.pdb
Q95032,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q95032.pdb
P14183,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P14183.pdb
P70699,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P70699.pdb
Q8R9C7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8R9C7.pdb
Q836Z5,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q836Z5.pdb
Q92080,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q92080.pdb
Q6Z9C3,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q6Z9C3.pdb
Q700S9,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q700S9.pdb
Q8EWQ8,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8EWQ8.pdb
O26949,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\O26949.pdb
Q14689,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q14689.pdb
Q03262,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q03262.pdb
Q8IY17,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q8IY17.pdb
P29378,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P29378.pdb
Q7UFZ7,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q7UFZ7.pdb
P56995,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\P56995.pdb
Q9K801,test,ok,C:\Users\Abhinav\OneDrive\Desktop\Convergent Enzyme Claasification\structures\Q9K801.pdb
